개설강좌,    ,    ,      ,  ,                                                                                                   ,                                                                           ,    ,          ,      ,        ,                           ,      ,   ,    ,    ,                                                                        ,
    ,    ,    ,      ,  ,                                                                                                   ,                                                                           ,    ,          ,      ,        ,                           ,      ,   ,    ,    ,                                                                        ,
NO  ,개설전공,개설과정,과목번호  ,분반,교과목명                                                                                               ,담당교수                                                                       ,이수구분,과목세부구분    ,강의실습구분,교과분야    ,교과영역                       ,성적부여방법,학점 ,이론시수,실습시수,요일/교시/강의실                                                               ,비고
89  ,기초학부,학사  ,HL105 ,08,체육 I - 태권도 기본과 품새                                                                                  ,김상명                                                                        ,공통필수,교과        ,실습    ,인문소양    ,체육                         ,S/U   ,1.0,0.0 ,2.0 ,목18:30-20:30(S1 - 108)                                                  ,
90  ,기초학부,학사  ,HL107 ,01,Communication Skills                                                                               ,Anna Rose Hull                                                             ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,수16:00-18:00(E7 - L28)                                                  ,
91  ,기초학부,학사  ,HL107 ,02,Communication Skills                                                                               ,Anna Rose Hull                                                             ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,목16:00-18:00(E7 - L27)                                                  ,
92  ,기초학부,학사  ,HL107 ,03,Communication Skills                                                                               ,Philip Johnson                                                             ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,금16:00-18:00(E7 - L28)                                                  ,
93  ,기초학부,학사  ,HL107 ,04,Communication Skills                                                                               ,Philip Johnson                                                             ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,수16:00-18:00(E7 - 235)                                                  ,
94  ,기초학부,학사  ,HL107 ,05,Communication Skills                                                                               ,Aaron Cumberledge                                                          ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,금16:00-18:00(E7 - L27)                                                  ,
95  ,기초학부,학사  ,HL107 ,06,Communication Skills                                                                               ,Aaron Cumberledge                                                          ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,화10:00-12:00(E7 - L27)                                                  ,
96  ,기초학부,학사  ,HL107 ,07,Communication Skills                                                                               ,Aaron Cumberledge                                                          ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,수16:00-18:00(E7 - L27)                                                  ,
97  ,기초학부,학사  ,HL107 ,08,Communication Skills                                                                               ,미배정                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,월16:00-18:00(E7 - L27)                                                  ,
98  ,기초학부,학사  ,HL107 ,09,Communication Skills                                                                               ,미배정                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,Communication Skills       ,S/U   ,1.0,2.0 ,0.0 ,월13:00-15:00(E7 - L27)                                                  ,
99  ,기초학부,학사  ,HL111 ,01,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,"월10:30-12:00(E7 - G01), 수10:30-12:00(E7 - G01)"                        ,2014~17학번만 수강신청
100 ,기초학부,학사  ,HL111 ,02,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,"월14:30-16:00(E7 - G01), 수14:30-16:00(E7 - G01)"                        ,2014~17학번만 수강신청
101 ,기초학부,학사  ,HL111 ,03,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,"화10:30-12:00(E7 - G01), 목10:30-12:00(E7 - G01)"                        ,2014~17학번만 수강신청
102 ,기초학부,학사  ,HL111 ,04,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,"화15:00-16:30(E7 - G01), 목14:30-16:00(E7 - G01)"                        ,2014~17학번만 수강신청
103 ,기초학부,학사  ,HL111a,01,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,등급    ,3.0,3.0 ,0.0 ,"월10:30-12:00(E7 - G01), 수10:30-12:00(E7 - G01)"                        ,2018학번 이후 학번만 수강신청
104 ,기초학부,학사  ,HL111a,02,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,등급    ,3.0,3.0 ,0.0 ,"월14:30-16:00(E7 - G01), 수14:30-16:00(E7 - G01)"                        ,2018학번 이후 학번만 수강신청
105 ,기초학부,학사  ,HL111a,03,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,등급    ,3.0,3.0 ,0.0 ,"화10:30-12:00(E7 - G01), 목10:30-12:00(E7 - G01)"                        ,2018학번 이후 학번만 수강신청
106 ,기초학부,학사  ,HL111a,04,쓰기·읽기·말하기                                                                                          ,임태훈                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,등급    ,3.0,3.0 ,0.0 ,"화15:00-16:30(E7 - G01), 목14:30-16:00(E7 - G01)"                        ,2018학번 이후 학번만 수강신청
107 ,기초학부,학사  ,HL204 ,01,동서양 철학의 통시적 이해                                                                                     ,김남두                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,"월14:30-16:00(E7 - L31), 수15:00-16:30(E7 - L31)"                        ,동일과목 : (HL102) 동서양 철학의 통시적 이해 / 2014~17학번만 수강신청
108 ,기초학부,학사  ,HL204 ,02,동서양 철학의 통시적 이해                                                                                     ,김남두                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,"화16:00-17:30(E7 - L22), 목16:00-17:30(E7 - L22)"                        ,동일과목 : (HL102) 동서양 철학의 통시적 이해 / 2014~17학번만 수강신청
109 ,기초학부,학사  ,HL204a,01,동서양 철학의 통시적 이해                                                                                     ,김남두                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,등급    ,3.0,3.0 ,0.0 ,"월14:30-16:00(E7 - L31), 수15:00-16:30(E7 - L31)"                        ,2018학번 이후 학번만 수강신청
110 ,기초학부,학사  ,HL204a,02,동서양 철학의 통시적 이해                                                                                     ,김남두                                                                        ,공통필수,교과        ,이론    ,인문소양    ,인문사회                       ,등급    ,3.0,3.0 ,0.0 ,"화16:00-17:30(E7 - L22), 목16:00-17:30(E7 - L22)"                        ,2018학번 이후 학번만 수강신청
111 ,기초학부,학사  ,HL205 ,01,리더십(셀프리더십과 팀리더십) I                                                                                 ,윤지성                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,리더십                        ,S/U   ,1.0,2.0 ,0.0 ,월16:00-18:00(E7 - 233)                                                  ,동일과목 : (HL109) 리더십(셀프리더십과 팀리더십) I / 2014~2019학번만 수강신청 가능
112 ,기초학부,학사  ,HL205 ,02,리더십(셀프리더십과 팀리더십) I                                                                                 ,윤지성                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,리더십                        ,S/U   ,1.0,2.0 ,0.0 ,수16:30-18:30(E7 - 233)                                                  ,동일과목 : (HL109) 리더십(셀프리더십과 팀리더십) I / 2014~2019학번만 수강신청 가능
113 ,기초학부,학사  ,HL207 ,01,English for Science Leaders I                                                                      ,Anna Rose Hull                                                             ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,금10:00-12:00(E7 - 235)                                                  ,동일과목 : (HL108) English for Science Leaders I
114 ,기초학부,학사  ,HL207 ,02,English for Science Leaders I                                                                      ,Anna Rose Hull                                                             ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,금13:00-15:00(E7 - L28)                                                  ,동일과목 : (HL108) English for Science Leaders I
115 ,기초학부,학사  ,HL207 ,03,English for Science Leaders I                                                                      ,Anna Rose Hull                                                             ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,월10:00-12:00(E7 - L27)                                                  ,동일과목 : (HL108) English for Science Leaders I
116 ,기초학부,학사  ,HL207 ,04,English for Science Leaders I                                                                      ,Philip Johnson                                                             ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,금10:00-12:00(E7 - L27)                                                  ,동일과목 : (HL108) English for Science Leaders I
117 ,기초학부,학사  ,HL207 ,05,English for Science Leaders I                                                                      ,Philip Johnson                                                             ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,월10:00-12:00(E7 - L28)                                                  ,동일과목 : (HL108) English for Science Leaders I
118 ,기초학부,학사  ,HL207 ,06,English for Science Leaders I                                                                      ,Philip Johnson                                                             ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,화10:30-12:30(E7 - L28)                                                  ,동일과목 : (HL108) English for Science Leaders I
119 ,기초학부,학사  ,HL207 ,07,English for Science Leaders I                                                                      ,Philip Johnson                                                             ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,목16:00-18:00(E7 - 235)                                                  ,동일과목 : (HL108) English for Science Leaders I
120 ,기초학부,학사  ,HL207 ,08,English for Science Leaders I                                                                      ,Aaron Cumberledge                                                          ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,목10:00-12:00(E7 - L28)                                                  ,동일과목 : (HL108) English for Science Leaders I
121 ,기초학부,학사  ,HL207 ,09,English for Science Leaders I                                                                      ,Aaron Cumberledge                                                          ,공통필수,교과        ,이론    ,DGIST특성화,English for Science Leaders,S/U   ,1.0,2.0 ,0.0 ,목16:00-18:00(E7 - L28)                                                  ,동일과목 : (HL108) English for Science Leaders I
122 ,기초학부,학사  ,HL270a,01,융합탐구세미나 - Principles & Applications of Bioelectromagnetics                                         ,OGAN GUREL                                                                 ,교선필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,2.0,2.0 ,0.0 ,금14:00-16:00(E7 - 235)                                                  ,
123 ,기초학부,학사  ,HL301 ,01,Scientific Writing                                                                                 ,이정아                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,Scientific Writing         ,S/U   ,2.0,2.0 ,0.0 ,금10:00-12:00(E7 - L28)                                                  ,
124 ,기초학부,학사  ,HL301 ,02,Scientific Writing                                                                                 ,Anna Rose Hull                                                             ,공통필수,교과        ,이론    ,DGIST특성화,Scientific Writing         ,S/U   ,2.0,2.0 ,0.0 ,화14:00-16:00(E7 - L27)                                                  ,
125 ,기초학부,학사  ,HL301 ,03,Scientific Writing                                                                                 ,Aaron Cumberledge                                                          ,공통필수,교과        ,이론    ,DGIST특성화,Scientific Writing         ,S/U   ,2.0,2.0 ,0.0 ,금13:00-15:00(E7 - L27)                                                  ,
126 ,기초학부,학사  ,HL302 ,01,UGRP I - 자율자동차 기반 스마트 캠퍼스 조성                                                                       ,"최경호, 임용섭"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
127 ,기초학부,학사  ,HL302 ,02,UGRP I - 여운을 주는 스토리 중심의 Multi-Genre-Game(MGG) 개발                                                   ,"강효상, 궁재하"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
128 ,기초학부,학사  ,HL302 ,03,UGRP I - DGIST 캠퍼스 생활 안전을 위한 4족 보행로봇 개발                                                            ,"윤동원, 이재동, 오세훈"                                                            ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
129 ,기초학부,학사  ,HL302 ,04,UGRP I - 우울감 및 충동적 기분변화를 진단하여 실시간 대응하는 Wearable Device 연구 개발                                       ,"강홍기, 김주한, 최지웅, 이창훈"                                                       ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
130 ,기초학부,학사  ,HL302 ,05,UGRP I - 소스 코드 유사도 검증 알고리즘 및 이를 이용한 교육 보조 프로그램 개발                                                  ,신동훈                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
131 ,기초학부,학사  ,HL302 ,06,UGRP I - 적외선 감응 양자점 태양전지 효율 및 안정성 향상을 위한 소재 개발에 관한 연구                                              ,최종민                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
132 ,기초학부,학사  ,HL302 ,07,UGRP I - BMI Hackathon 2020@DGIST                                                                  ,안진웅                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
133 ,기초학부,학사  ,HL302 ,08,UGRP I - 마이크로/나노로봇 제작 및 이를 이용한 단계별 약물전달 가능성 시험                                                     ,최홍수                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
134 ,기초학부,학사  ,HL302 ,09,UGRP I - TensorStore: 인공지능 기반 빅데이터 저장 시스템 개발                                                       ,이성진                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
135 ,기초학부,학사  ,HL302 ,10,"UGRP I - 미숙아의 근력측정을 위한 악력,흡입력 측정 장치 개발"                                                           ,이성원                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
136 ,기초학부,학사  ,HL302 ,11,UGRP I - 과거의 인물 및 가상의 인물을 대변하는 대화형 AI 구현                                                           ,"임성훈, 정우영"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
137 ,기초학부,학사  ,HL302 ,12,UGRP I - 액상 전자 물질과 레이저 공정 기반의 차세대 유연 반도체 소자 연구                                                     ,권혁준                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
138 ,기초학부,학사  ,HL302 ,13,UGRP I - 인간유도만능줄기세포를 뇌세포 및 뇌오가노이드로 보다 손쉽고 저렴한 비용으로 분화시키는 방법의 개발                                    ,서진수                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
139 ,기초학부,학사  ,HL302 ,14,UGRP I - 인간 질병 실시간 모니터링을 위한 마이크로플루이딕스 기반 통합 액체 생검 분리기술 개발                                          ,김민석                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
140 ,기초학부,학사  ,HL302 ,15,UGRP I - 딥러닝 기반 홀로그래픽 혈액 영상에서의 암세포 추출 및 분류 알고리즘 설계 및 구현                                            ,"문인규, 김민석"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
141 ,기초학부,학사  ,HL302 ,16,UGRP I - 접수면접 데이터 기반의 감정교류를 위한 대화형 챗봇 개발 및 인터랙션 연구                                                 ,"박종래, 신동훈"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
142 ,기초학부,학사  ,HL302 ,17,UGRP I - 초고속 충전이 가능한 리튬 금속 전지                                                                      ,"이용민, 이홍경"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
143 ,기초학부,학사  ,HL302 ,18,UGRP I - 정전기를 이용한 차세대 친환경 에너지 수확                                                                   ,이주혁                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
144 ,기초학부,학사  ,HL302 ,19,UGRP I - 차세대 리튬금속전지 연구개발용 코인형 소형전지의 효율적 설계                                                         ,이홍경                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
145 ,기초학부,학사  ,HL302 ,20,UGRP I - 공동주택 층간소음 솔루션 앱 개발                                                                        ,임용섭                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
146 ,기초학부,학사  ,HL302 ,21,UGRP I - 안구 OCT/OCTA 영상만으로 환자의 상태를 맞추는 인공지능 개발                                                     ,박상현                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
147 ,기초학부,학사  ,HL302 ,22,UGRP I - 오픈플랫폼을 활용한 캠퍼스 자율주행 미션에 도전                                                                ,"김경대, 권순"                                                                  ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
148 ,기초학부,학사  ,HL302 ,23,UGRP I - E-Scooter(전동스쿠터)의 High-Torque형 구동부 메커니즘 개발                                                ,이승열                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
149 ,기초학부,학사  ,HL302 ,24,UGRP I - 수술로봇비전시스템 개발                                                                              ,"박상현, 임성훈"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
150 ,기초학부,학사  ,HL302 ,25,UGRP I - 소리와 음악을 시각적으로 표현하는 새로운 방법 개발하기                                                            ,"이기준, 문대원"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
151 ,기초학부,학사  ,HL302 ,26,UGRP I - 태양-지구-달의 운동을 느끼게 해주는 야외조형물 제작                                                             ,"이기준, 이정아"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
152 ,기초학부,학사  ,HL302 ,27,UGRP I - 지역 적정기술을 활용한 과학관 전시물 제작                                                                   ,"남창훈, 박종래"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
153 ,기초학부,학사  ,HL302 ,28,UGRP I - 과학혁명의 동력                                                                                  ,김대륜                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
154 ,기초학부,학사  ,HL302 ,29,"UGRP I - 뇌전증 치료제 후보군인 천연물 Marchaeridiol A,C의 전합성 연구"                                              ,정병혁                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
155 ,기초학부,학사  ,HL302 ,30,"UGRP I - 노화에 따른 말초신경 탈수초화 및 근육제어, 기전 연구"                                                          ,이윤일                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
156 ,기초학부,학사  ,HL302 ,31,"UGRP I - 미유기(Silurus microdorsalis) 점액의 항균성, 상처 치유 효과를 바탕으로 항생제와 스테로이드제 의약품을 대체할 부작용 없는 친환경 신약 개발","조정아, 백명인"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
157 ,기초학부,학사  ,HL302 ,32,UGRP I - 터콰이즈 킬리피쉬 파킨슨병 모델에서 근전도 측정을 통해 in-vivo 스크리닝 동물모델로서의 가능성 확인                                ,김소희                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
158 ,기초학부,학사  ,HL302 ,33,UGRP I - 일주기 리듬에 따른 뇌기능 조절 이해를 위한 동물 실험 모델 설계                                                      ,최한경                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
159 ,기초학부,학사  ,HL302 ,34,UGRP I - 보조 T 세포 유래 엑소좀 엔지니어링을 통한 새로운 면역 폐암 치료법 개발                                                 ,예경무                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
160 ,기초학부,학사  ,HL302 ,35,UGRP I - 박테리아의 언어를 해킹하는 숙주                                                                         ,구재형                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
161 ,기초학부,학사  ,HL302 ,36,UGRP I - 초기 알츠하이머 질환에서 보이는 시냅스 단백질 이상 분석                                                           ,엄지원                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
162 ,기초학부,학사  ,HL302 ,37,UGRP I - 세포 신호의 조절을 위한 입자가(價) 나노유전탐침                                                               ,서대하                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
163 ,기초학부,학사  ,HL302 ,38,UGRP I - 전산과 이론물리학의 학제간 융복합                                                                        ,"조희승, 강준구"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
164 ,기초학부,학사  ,HL302 ,39,UGRP I - 노화에 따른 식물의 소기관 조절 매커니즘                                                                    ,임평옥                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
165 ,기초학부,학사  ,HL302 ,40,UGRP I - 두가지 역할을 수행하는 유기구조체의 설계 및 합성에 대한 연구                                                        ,이성기                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
166 ,기초학부,학사  ,HL302 ,41,UGRP I - 단일 시행(One-shot)으로 전혈에서 exosome을 추출/정제/정량적 으로 분석할 수 있는 자동화된 이미징 기반 기술 개발                   ,이종찬                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
167 ,기초학부,학사  ,HL302 ,42,UGRP I - 세포노화에서의 단백질분해 효소 기능 연구                                                                    ,이병훈                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
168 ,기초학부,학사  ,HL302 ,43,UGRP I - 양자컴퓨터 시대를 위한 준비                                                                           ,강효상                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
169 ,기초학부,학사  ,HL302 ,44,UGRP I - 레고처럼 내가 만들어 쌓는 세계 최고 품질의 2차원 반도체 나노 소자                                                    ,김영욱                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
170 ,기초학부,학사  ,HL302 ,45,UGRP I - 정수에서의 제타함수 값                                                                              ,"안흥주, 이두석"                                                                 ,공통필수,교과        ,이론    ,DGIST특성화,융복합(UGRP/기타)               ,S/U   ,3.0,3.0 ,0.0 ,금20:00-23:00(E7 - 233)                                                  ,
171 ,기초학부,학사  ,HL304 ,01,글로벌리더십 (리더십 실습) I                                                                                  ,김학수                                                                        ,공통필수,교과        ,이론    ,DGIST특성화,리더십                        ,S/U   ,1.0,2.0 ,0.0 ,금10:00-12:00(E7 - G02)                                                  ,
172 ,기초학부,학사  ,HL306 ,01,기업가 정신과 사회적 책임                                                                                     ,미배정                                                                        ,공통필수,교과        ,이론및실습 ,인문소양    ,기술경영                       ,S/U   ,3.0,2.0 ,1.0 ,목12:00-15:00(E7 - 233)                                                  ,동일과목 : (HL202) 기업가 정신과 사회적 책임 /2014~17학번만 수강신청
173 ,기초학부,학사  ,HL306a,01,기업가 정신과 사회적 책임                                                                                     ,미배정                                                                        ,공통필수,교과        ,이론및실습 ,인문소양    ,기술경영                       ,등급    ,3.0,2.0 ,1.0 ,목12:00-15:00(E7 - 233)                                                  ,2018학번 이후 학번만 수강신청
174 ,기초학부,학사  ,HL322 ,01,법과 사회                                                                                              ,윤형열                                                                        ,교선필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,"수15:00-16:30(E7 - L20), 목10:30-12:00(E7 - L20)"                        ,
175 ,기초학부,학사  ,HL323 ,01,동서양문학의 이해                                                                                          ,이지용                                                                        ,교선필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,목14:00-17:00(E7 - 229)                                                  ,
176 ,기초학부,학사  ,HL324 ,01,소설의 이해                                                                                             ,이지용                                                                        ,교선필수,교과        ,이론    ,인문소양    ,인문사회                       ,S/U   ,3.0,3.0 ,0.0 ,목09:30-12:30(E7 - 229)                                                  ,
