개설강좌,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NO,개설전공,개설과정,과목번호,분반,교과목명,담당교수,이수구분,과목세부구분,강의실습구분,교과분야,교과영역,성적부여방법,학점,이론시수,실습시수,요일/교시/강의실,비고
131,기초학부,학사,HL303,06,"UGRP II - 일회용 플라스틱, 빨대를 위한 친환경 셀룰로오스, 지방산 유래 바이오매스 고분자 소재 개발","김성균, 정현숙",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
132,기초학부,학사,HL303,07,UGRP II - PDK1 활성 향상 기반 근기능 개선 물질 발굴,"이영삼, 조성천",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
133,기초학부,학사,HL303,08,UGRP II - 다공성 유무기하이브리드 소재 합성 및 이의 응용 연구,박진희,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
134,기초학부,학사,HL303,09,UGRP II - 노화에 의한 단백질 구조 변화와 그로 인해 나타나는 질병 기전 연구,김진해,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
135,기초학부,학사,HL303,10,UGRP II - 학부생을 위한 양자광학,이기준,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
136,기초학부,학사,HL303,11,UGRP II - 스트레스에 의한 해마 인지유연성 조절에 관한 행동학적 연구,오용석,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
137,기초학부,학사,HL303,12,UGRP II - 금속이온-유기리간드의 자기조립을 통한 다공성 분자구조체 합성 및 응용 연구,미배정,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
138,기초학부,학사,HL303,13,UGRP II - 휘어진 공간에서의 양자장론,조희승,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
139,기초학부,학사,HL303,14,UGRP II - 생체모방화학을 통한 생명화학 반응 연구 ,"정병혁, 조재흥",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
140,기초학부,학사,HL303,15,"UGRP II - 단백질분해와 세포노화의 기능적 연관성, 그리고 단백질 분해 조절 약물의 처리를 통한 세포노화 조절 연구",이병훈,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
141,기초학부,학사,HL303,16,UGRP II - 엑소좀 구성물질 분석을 통한 암줄기세포 기원과 암세포 초기발생과정 규명,조정아,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
142,기초학부,학사,HL303,17,UGRP II - 학생 심리검사에 활용 가능한 EEG/ECG 측정 장치 개발,"이창훈, 강원석",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
143,기초학부,학사,HL303,18,UGRP II - 나노 에너지의 개발과 메커니즘 이해(A),이신범,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
144,기초학부,학사,HL303,19,UGRP II - 나노 에너지의 개발과 메커니즘 이해(B),이신범,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
145,기초학부,학사,HL303,20,UGRP II - 운영 조건에 따른 리튬이차전지 열화 거동 분석 및 진단 기술 도출,이용민,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
146,기초학부,학사,HL303,21,UGRP II - 단펄스 광원을 활용한 internet of things (IoT) 응용 소자에 대한 연구,권혁준,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
147,기초학부,학사,HL303,22,UGRP II - 차세대에너지변환소자용 슈퍼이온전도성 고체전해질 신소재 개발,이강택,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
148,기초학부,학사,HL303,23,UGRP II - 자율주행 자동차를 위한 실시간 스케줄링 기술 개발 ,"좌훈승, 금대현",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
149,기초학부,학사,HL303,24,UGRP II - 곤충애벌레로부터 분리된 플라스틱 분해 장내 미생물을 이용한 친 환경 플라스틱 제거 기술 개발,김대환,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
150,기초학부,학사,HL303,25,UGRP II - 컴퓨터 시스템 보안의 이해와 안전한 컴퓨터 시스템 설계,김대훈,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
151,기초학부,학사,HL303,26,UGRP II - 자율주행자동차 센서 융합 및 통합 주행제어 알고리즘 개발,임용섭,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
152,기초학부,학사,HL303,27,UGRP II - 강화학습을 이용한 에너지 효율적인 초고밀도 네트워크 디자인,이제민,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
153,기초학부,학사,HL303,28,UGRP II - 3D 바이오프린터를 이용한 복합구동 (전기장 /자기장) 하이드로젤 마이크로로봇 제작,박석호,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
154,기초학부,학사,HL303,29,UGRP II - 고속 주행가능한 4족 로봇개발 연구,오세훈,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
155,기초학부,학사,HL303,30,UGRP II - 인지 감각형 후각 센서 개발,"문제일, 장재은",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
156,기초학부,학사,HL303,31,UGRP II - 고전하이동도 유기 반도체를 이용한 고선형동적범위 이미지 센서의 개발,정대성,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
157,기초학부,학사,HL303,32,UGRP II - 강화학습을 위한 meta-learning algorithm 개발,이두석,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
158,기초학부,학사,HL303,33,UGRP II - 탄성계수를 조절할 수 있는 추진기를 가지는 생체모방 수중 유영 로봇에 관한 연구,윤동원,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
159,기초학부,학사,HL303,34,UGRP II - 전기자동차 구동 시스템의 효율 향상에 관한 실험적 연구,임진우,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
160,기초학부,학사,HL303,35,UGRP II - 전상담 데이터 기반의 대화형 챗봇의 인터랙션 방식을 통한 챗봇의 설계 및 개발,"박종래, 신동훈",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
161,기초학부,학사,HL303,36,UGRP II - 산업용 로봇의 힘/위치 제어 연동 모션 제어 원천기술 연구,이승열,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
162,기초학부,학사,HL303,37,UGRP II - 빙판길에서 웨어러블 로봇의 보행 안정화 알고리즘 개발,오세훈,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
163,기초학부,학사,HL303,38,UGRP II - 항체공학을 이용한 차세대 면역 항암체 개발,예경무,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
164,기초학부,학사,HL303,39,UGRP II - 혁신사회의 탄생,김대륜,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
165,기초학부,학사,HL303,40,UGRP II - 과학관의 전시기획 연구 및 전시물 디자인을 위한 프로젝트 ,박종래,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
166,기초학부,학사,HL303,41,UGRP II - DGIST 일대 조류 모니터링의 시민참여과학 프로그램으로의 활용,"이상임, 이정아",공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
167,기초학부,학사,HL303,42,UGRP II - 수강 신청 솔루션 개발,강효상,공통필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 233),
168,기초학부,학사,HL305,01,글로벌리더십 (리더십 실습) II,김학수,공통필수,교과,이론,DGIST특성화,리더십,S/U,1.0,2.0,0.0,목16:00-18:00(E7 - 242),
169,기초학부,학사,HL305,02,글로벌리더십 (리더십 실습) II,김학수,공통필수,교과,이론,DGIST특성화,리더십,S/U,1.0,2.0,0.0,금10:00-12:00(E7 - 242),
170,기초학부,학사,HL306,01,기업가 정신과 사회적 책임,임진우,공통필수,교과,이론및실습,인문소양,기술경영,S/U,3.0,2.0,1.0,월19:00-22:00(E7 - 242),동일과목 : (HL202) 기업가 정신과 사회적 책임
171,기초학부,학사,HL306a,01,기업가 정신과 사회적 책임,임진우,공통필수,교과,이론및실습,인문소양,기술경영,등급,3.0,2.0,1.0,월19:00-22:00(E7 - 242),
172,기초학부,학사,HL320,01,근대 사회와 사상,김대륜,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,목19:00-22:00(E7 - G02),
173,기초학부,학사,HL321,01,현대 사회와 윤리,이상환,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,목19:00-22:00(E7 - G01),
174,기초학부,학사,HL322,01,법과 사회,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,"수14:30-16:00(E7 - 229), 목10:30-12:00(E7 - 229)",
175,기초학부,학사,HL323,01,동서양문학의 이해,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,목09:30-12:30(E7 - L31),
176,기초학부,학사,HL324,01,소설의 이해,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,목14:00-17:00(E7 - 229),
177,기초학부,학사,HL325,01,글로벌 정치경제,윤지성,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,"화10:30-12:00(E7 - L20), 목13:00-14:30(E7 - L20)",
178,기초학부,학사,HL326,01,경제학 입문,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,화14:30-17:30(E7 - 224),
179,기초학부,학사,HL327,01,과학기술과 현대사회,이준석,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,수19:00-22:00(E7 - L21),
180,기초학부,학사,HL328,01,과학기술사의 주요장면,이준석,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,화19:00-22:00(E7 - L21),
181,기초학부,학사,HL329,01,과학철학의 쟁점,이준석,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,목19:00-22:00(E7 - L21),
182,기초학부,학사,HL330,01,인문사회과학 특강,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,2.0,2.0,0.0,수10:30-12:30(E7 - 229),
183,기초학부,학사,HL330,02,인문사회과학 특강,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,2.0,2.0,0.0,수10:30-12:30(E7 - 235),
184,기초학부,학사,HL331a,01,비판적 사고와 글쓰기,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,월19:00-22:00(E7 - G01),
185,기초학부,학사,HL338,01,언어학입문,이정아,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,화19:00-22:00(E7 - G02),
186,기초학부,학사,HL344,01,"인문학특강 - 마음, 두뇌, 컴퓨터 - 현대 심리철학",미배정,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,수19:00-22:00(E7 - G01),
187,기초학부,학사,HL345,01,한국정치의 이해 ,윤지성,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,"월10:30-12:00(E7 - G02), 수13:00-14:30(E7 - G02)",
188,기초학부,학사,HL346,01,한국 사회의 이해,미배정,교선필수,교과,이론,인문소양,인문사회,S/U,3.0,3.0,0.0,화14:30-17:30(E7 - 229),
189,기초학부,학사,HL370a,01,생체분자론(이론),남창훈,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),등급,2.0,2.0,0.0,금13:00-15:00(E7 - L22),영어강의(Delivered in English)
190,기초학부,학사,HL370b,01,생체분자론(실습),남창훈,교선필수,교과,실습,DGIST특성화,융복합(UGRP/기타),등급,1.0,0.0,2.0,월15:30-17:30(E1 - 201),
191,기초학부,학사,HL472,01,UGRP Ⅳ - 팔라듐 촉매와 transient directing group을 이용한 sp3 C-H arylation 반응 연구,정병혁,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
192,기초학부,학사,HL472,02,UGRP Ⅳ - 사영공간에 대한 조합적 연구 및 컴퓨터 영상 분야에의 응용,한강진,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
193,기초학부,학사,HL472,03,UGRP Ⅳ - 휘어진 공간에서의 양자장론,조희승,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
194,기초학부,학사,HL472,04,UGRP Ⅳ - 병원성 프리온 신경세포 내 글루코스 대사회복 연구 ,김대환,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
195,기초학부,학사,HL472,05,UGRP Ⅳ - 금속촉매요소를 이용한 생체모방 화학에 관한 연구 ,"서대하, 조재흥",교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
196,기초학부,학사,HL472,06,UGRP Ⅳ - 운영 조건에 따른 리튬이차전지 열화 거동 분석 및 진단 기술 도출,이용민,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
197,기초학부,학사,HL472,07,UGRP Ⅳ - 첨단 운전자 보조 시스템을 위한 실시간 스케줄링 기술 개발,"좌훈승, 금대현",교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
198,기초학부,학사,HL472,08,UGRP Ⅳ - 동물원 동물의 복지 향상을 위한 시스템 개발(동물 먹이활동 개선을 위한 자동먹이공급 시스템 개발),"윤동원, 이상임",교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
199,기초학부,학사,HL472,09,UGRP Ⅳ - 자율주행 트랙터용 다중 센서 융합 및 주행제어 알고리즘 개발,임용섭,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
200,기초학부,학사,HL472,10,UGRP Ⅳ - X선 결정학을 이용한 배터리 소재의 2가 이온 탈삽입 화학반응 연구,이호춘,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
201,기초학부,학사,HL472,11,UGRP Ⅳ - 컴퓨터 작업 효율화를 위한 개인화된 인공지능 기술 연구,김민수,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
202,기초학부,학사,HL472,12,UGRP Ⅳ - 딥러닝 기반 생물세포 홀로 그래픽 영상 세그멘테이션,문인규,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
203,기초학부,학사,HL472,13,UGRP Ⅳ - 존재론적 다양성과 한국의 과학 다양성,"이준석, 이정아",교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
204,기초학부,학사,HL472,14,UGRP Ⅳ - 한국 생태주의의 새로운 함의,김대륜,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
205,기초학부,학사,HL472,15,UGRP Ⅳ - 수강 신청 알고리즘 개발,강효상,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
206,기초학부,학사,HL472,16,UGRP Ⅳ - 소형 실내 주행 로봇제작과 SLAM을 이용한 환경인식 및 자율주행 연구,임진우,교선필수,교과,이론,DGIST특성화,융복합(UGRP/기타),S/U,3.0,3.0,0.0,금19:00-22:00(E7 - 241),
207,기초학부,학사,HL474a,01,기술평가 실무,박재원,교선필수,교과,이론,DGIST특성화,비이공계리더,등급,3.0,3.0,0.0,월14:00-17:00(E7 - 241),
208,기초학부,학사,HL482,01,기술벤처 Ⅱ,임진우,교선필수,교과,이론,DGIST특성화,창업리더,등급,3.0,3.0,0.0,화19:00-22:00(E1 - 201),
209,기초학부,학사,IC567,01,EE:선형시스템 (이.공),김경대,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"월15:00-16:30(E3 - 113), 수15:00-16:30(E3 - 113)",영어강의(Delivered in English)
210,기초학부,학사,IC580,01,EE : 전자기기의 기초 (이.공) ,권혁준,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"월10:30-12:00(E3 - 626), 수10:30-12:00(E3 - 626)",영어강의(Delivered in English)
211,기초학부,학사,IC586,01, EE: 바이오 전자 개론(공),강홍기,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"화15:00-16:30(E3 - 626), 목15:00-16:30(E3 - 626)",영어강의(Delivered in English)
212,기초학부,학사,IC607,01,CS:운영체제 (이.공),김대훈,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"화13:30-15:00(E3 - 424), 목13:30-15:00(E3 - 424)",영어강의(Delivered in English) / C/C++ 프로그래밍이 가능한 학생만 수강할 것
213,기초학부,학사,IC667,01,EE&CSE: 컨벡스 최적화(이.공),박경준,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"월13:30-15:00(E3 - 424), 수13:30-15:00(E3 - 424)",영어강의(Delivered in English)
214,기초학부,학사,IC900,01,Thesis (이.공),강홍기,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
215,기초학부,학사,IC900,02,Thesis (이.공),궁재하,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
216,기초학부,학사,IC900,03,Thesis (이.공),권혁준,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
217,기초학부,학사,IC900,04,Thesis (이.공),김경대,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
218,기초학부,학사,IC900,05,Thesis (이.공),김대훈,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
219,기초학부,학사,IC900,06,Thesis (이.공),김민수,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
220,기초학부,학사,IC900,07,Thesis (이.공),박경준,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
221,기초학부,학사,IC900,08,Thesis (이.공),은용순,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
222,기초학부,학사,IC900,09,Thesis (이.공),이성진,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
223,기초학부,학사,IC900,10,Thesis (이.공),이정협,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
224,기초학부,학사,IC900,11,Thesis (이.공),이제민,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
225,기초학부,학사,IC900,12,Thesis (이.공),장재은,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
226,기초학부,학사,IC900,13,Thesis (이.공),조성현,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
227,기초학부,학사,IC900,14,Thesis (이.공),좌훈승,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
228,기초학부,학사,IC900,15,Thesis (이.공),최지웅,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
229,기초학부,학사,IC900,16,Thesis (이.공),최지환,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
230,기초학부,학사,IC900,17,Thesis (이.공),황재윤,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
231,기초학부,학사,NB513,01,고급 세포 생물학 (이),"우혜련, 임평옥",교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"화10:30-12:00(E7 - 234), 목10:30-12:00(E7 - 234)",영어강의(Delivered in English)
232,기초학부,학사,NB516,01,고급 생화학(이),"이영삼, 김진해",교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"수09:00-10:30(E4 - 606), 금10:30-12:00(E4 - 606)",영어강의(Delivered in English)
233,기초학부,학사,NB526,01,세포신호전달과 생명 연속성 (이),곽준명,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,수13:00-16:00(E4 - 606),영어강의(Delivered in English)
234,기초학부,학사,NB529,01,생물통계학 (이),김종경,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"화10:30-12:00(E4 - 606), 목10:30-12:00(E4 - 606)",영어강의(Delivered in English)
235,기초학부,학사,NB542,01,생물 의학 (이),이재민,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"월10:30-12:00(E4 - 606), 수10:30-12:00(E4 - 606)",영어강의(Delivered in English)
236,기초학부,학사,NB544,01,식물유전공학 (이) ,"임평옥, 우혜련",교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"월13:30-15:00(E4 - 606), 목13:30-15:00(E4 - 606)",영어강의(Delivered in English)
237,기초학부,학사,NB551,01,단분자 생물물리 (이),이종찬,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,금13:00-16:00(E6 - 621),영어강의(Delivered in English)
238,기초학부,학사,NB553,01,질량분석과 단백체학(이),김민식,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,화19:00-22:00(E6 - 626),영어강의(Delivered in English)
239,기초학부,학사,NB606,01,중개 의학 개론(이.공),김민석,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,월15:00-18:00(E4 - 606),영어강의(Delivered in English)
240,기초학부,학사,NB607,01,생명과학도를 위한 주요 질환 소개(이.공),정영태,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"화15:00-16:30(E4 - 606), 목15:00-16:30(E4 - 606)",영어강의(Delivered in English)
241,기초학부,학사,NB900,01,Thesis (이.공),임평옥,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),영어강의(Delivered in English)
242,기초학부,학사,NB900,02,Thesis (이.공),김민석,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),영어강의(Delivered in English)
243,기초학부,학사,NB900,03,Thesis (이.공),김민식,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),영어강의(Delivered in English)
244,기초학부,학사,RT512,01,생체신호 측정 및 처리(공),홍재성,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"월13:00-14:30(E5 - 115), 수13:00-14:30(E5 - 115)",영어강의(Delivered in English)
245,기초학부,학사,RT623,01,"나노과학 기술입문(이,공)",김회준,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"화13:00-14:30(E5 - 425), 목13:00-14:30(E5 - 425)",영어강의(Delivered in English)
246,기초학부,학사,RT624,01,모터시스템제어(공),오세훈,교선필수,교과,이론,기초공학,MIREBraiN,등급,3.0,3.0,0.0,"월14:30-16:00(E5 - 116), 수14:30-16:00(E5 - 116)",영어강의(Delivered in English)
247,기초학부,학사,RT900,01,Thesis (이.공),김소희,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
248,기초학부,학사,RT900,02,Thesis (이.공),김종현,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
249,기초학부,학사,RT900,03,Thesis (이.공),김회준,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
250,기초학부,학사,RT900,04,Thesis (이.공),문인규,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
251,기초학부,학사,RT900,05,Thesis (이.공),박상현,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
252,기초학부,학사,RT900,06,Thesis (이.공),박석호,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
253,기초학부,학사,RT900,07,Thesis (이.공),송철,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
254,기초학부,학사,RT900,08,Thesis (이.공),오세훈,교선필수,연구(Thesis),이론,기초공학,MIREBraiN,S/U,1.0,5.0,0.0,금09:00-14:00(E7 - 233),
